package	version	path	kind	mode	bytes	sha256	linkTarget	finalDisposition	collisionPolicy
ncurses	6.6-2	usr/share/terminfo/6e/nsterm-c	data	644	1661	f6f6707284adf0153ba419b842b7d3011b2c7e97faa13a9e4f81558bb0da6220		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/nsterm-c-7	data	644	1581	3f90ebb8bf75f73dca0f872995ef3e9cabc7b656e24fe60c98fa8f8f035896e8		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/nsterm-c-acs	data	644	1671	71a7b41c5c536bdbf1eba8d9f08ed8831558ea99c8659a9b193b107b921cbf60		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/nsterm-c-s	data	644	1710	6bc078c51adb0d959d34bec559a0ec957cf446b9a84084d6813dba859c380e18		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/nsterm-c-s-7	data	644	1632	61aa3babe4337da60c27aad337d99755c4bcea2a6088f252b37399eaa768ff11		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/nsterm-c-s-acs	data	644	1722	63cf1bf5e4948e5d1163b42d782679bdbeb3b07a581417149b3f87434dd5878f		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/nsterm-direct	data	644	2084	47b2146e250d48aa59b096ff32e3ca9b20fb1475c213f8447a9bc5047395ce90		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/nsterm-m	data	644	1212	e47f33105a399864ddb47f8ad64f4a668a230645280a6aaba9431b09f22235f1		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/nsterm-m-7	data	644	1132	e6ad93c836aba135601f3678f5c8de209869cbd30a4f7409753070f975ed1151		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/nsterm-m-acs	data	644	1222	5713755aac43f0a13bd42fb550606febe5efe827649e27178bba855339283af7		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/nsterm-m-s	data	644	1272	f444b5670ae533a60a95dee9e7f89b56509d0adc264027f93e300945370ecf7d		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/nsterm-m-s-7	data	644	1194	0504009616601abd7bb23219f9f821711501da7f6a0c29a54fd75d25a862c9a6		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/nsterm-m-s-acs	data	644	1284	d0de8bb0850b86bebec0db5cbd77da8a22f1add08a2dd534b209a83efb939180		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/nsterm-old	data	644	1387	250e2b21b3a13f436d82a643ff99d842f2d9e1c0fd540e28b7d7e997857fd66a		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/nsterm-s	data	644	1434	4a695ab53c30ecd9286c2d79d446ab7afda213a4131c06c7b1f479acb3a8c2d0		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/nsterm-s-7	data	644	1354	eb3795aa9067b34f1d247eea93c046589d8d4b7585ab6dbbc44a7cdbffacf8fb		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/nsterm-s-acs	data	644	1444	cbf487de9eee6857c080177e05e6a53c80385440cb000cb47cbdc0aed0ba2605		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/ntconsole	data	644	1486	fc79dc51bf5ce0a78c52ca2e535e46afa5a5de9d1c59409eaecb79c02c4a912f		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/ntconsole-100	data	644	1466	60ccfddd3874df0f02ace592037ec9aae000ff56962ae3309a23e82b1522edae		pending-final-package	exclusive-owner
ncurses	6.6-2	usr/share/terminfo/6e/ntconsole-100-nti	data	644	1458	38526dfca9ccc27efd87690cacb45e68427845b3c897228f86401869274b6f3d		pending-final-package	exclusive-owner
