path	sourcePackage	sourceVersion	ownershipCommit
usr/bin/msys-uuid-1.dll	libutil-linux	2.40.2-2	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/msys-wind-0.dll	heimdal-libs	7.8.0-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/msys-z.dll	zlib	1.3.2-1	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/msys-zstd-1.dll	libzstd	1.5.7-1	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/mv.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/nano.exe	nano	9.1-1	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/nettle-hash.exe	nettle	4.0-1	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/nettle-lfib-stream.exe	nettle	4.0-1	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/nettle-pbkdf2.exe	nettle	4.0-1	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/newgrp.exe	msys2-runtime	3.6.9-2	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/nice.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/nl.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/nohup.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/nproc.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/numfmt.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/od.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/openssl.exe	openssl	3.5.7-1	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/p11-kit.exe	p11-kit	0.26.2-1	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/passwd.exe	msys2-runtime	3.6.9-2	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/paste.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/patch.exe	patch	2.7.6-3	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/pathchk.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/perl.exe	perl	5.42.2-1	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/perl5.42.2.exe	perl	5.42.2-1	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/pinentry-w32.exe	pinentry	1.3.2-1	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/pinentry.exe	pinentry	1.3.2-1	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/pinky.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/pkcs1-conv.exe	nettle	4.0-1	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/pldd.exe	msys2-runtime	3.6.9-2	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/pluginviewer.exe	libsasl	2.1.28-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/pr.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/printenv.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/printf.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/profiler.exe	msys2-runtime	3.6.9-2	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/ps.exe	msys2-runtime	3.6.9-2	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/psl.exe	libpsl	0.21.5-2	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/ptx.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/pwd.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/readlink.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/realpath.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/rebase.exe	rebase	4.5.0-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/regtool.exe	msys2-runtime	3.6.9-2	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/reset.exe	ncurses	6.6-2	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/rm.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/rmdir.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/rnano.exe	nano	9.1-1	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/runcon.exe	coreutils	8.32-5	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
usr/bin/rview.exe	vim	9.2.0725-1	7a77c0c5ff81d1c979302c9cc49a62f26f68d17c
